"agency_type","address_city","problem","problem_count","month_response","year_response"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L3)","16","5","2017"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L3)","7","5","2017"
"Fire","SAN DIEGO","Water Removal/Flooding","9","5","2017"
"Fire","SAN DIEGO","Water Rescue 1","1","5","2017"
"Fire","SAN DIEGO",".Nat Gas Leak Broken/Blowing","6","6","2017"
"Fire","SAN DIEGO",".Natural Gas Odor - Outside","6","6","2017"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L4)","2","6","2017"
"Fire","SAN DIEGO","AID - MEDIC","1","6","2017"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L1)","102","6","2017"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L4)","5","6","2017"
"Fire","SAN DIEGO","Assault/Rape (L3)","6","6","2017"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","13","6","2017"
"Station 38","SAN DIEGO","Building Engineer","1","6","2017"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","6","6","2017"
"Fire","SAN DIEGO","Carbon Monoxide Alarm","48","6","2017"
"Fire","SAN DIEGO","Choking (L1)","35","6","2017"
"Fire","SAN DIEGO","CSA Medical Aid","11","6","2017"
"Fire","SAN DIEGO","Eye Problems / Injuries (L1)","3","6","2017"
"Fire","SAN DIEGO","Fence","2","6","2017"
"Fire","SAN DIEGO","Gaslamp Only","35","6","2017"
"Fire","SAN DIEGO","Headache (L1)","65","6","2017"
"Fire","SAN DIEGO","Heat / Cold Exposure (L4)","1","6","2017"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L1)","313","6","2017"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L4)","1","6","2017"
"Fire","SAN DIEGO","POISON CONTROL","3","6","2017"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L3)","8","6","2017"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L4)","1","6","2017"
"Station 38","SAN DIEGO","Sewer Odor","1","6","2017"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","1108","6","2017"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","127","6","2017"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","735","6","2017"
"Fire","SAN DIEGO","SNAKE REMOVAL","1","6","2017"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","37","6","2017"
"Fire","SAN DIEGO","Stabbing/Gunshot (L4)","1","6","2017"
"Fire","SAN DIEGO","Stroke (Cva) (L1)","283","6","2017"
"Fire","SAN DIEGO","Traffic Accident (L1)","914","6","2017"
"Fire","SAN DIEGO","Tree","5","6","2017"
"Fire","SAN DIEGO","Unattended Food lock out/in","2","6","2017"
"Fire","SAN DIEGO","Vehicle Fire","52","6","2017"
"Fire","SAN DIEGO","Vehicle Fire 1st Alarm","2","6","2017"
"Fire","SAN DIEGO","Vehicle Rescue","31","6","2017"
"Fire","SAN DIEGO","Vehicle Rescue HEAVY","1","6","2017"
"Fire","SAN DIEGO",".Noxious Odor","3","6","2017"
"Fire","SAN DIEGO","AID - COPTR","1","6","2017"
"Fire","SAN DIEGO","AID - ENGINE","2","6","2017"
"Fire","SAN DIEGO","Assault/Rape (L4)","24","6","2017"
"Fire","SAN DIEGO","Burns / Explosion (L1)","6","6","2017"
"Fire","SAN DIEGO","Burns / Explosion (L4)","2","6","2017"
"Fire","SAN DIEGO","Convulsions / Seizures (L1)","526","6","2017"
"Fire","SAN DIEGO","Electrical Short","8","6","2017"
"Fire","SAN DIEGO","Extinguished Fire","20","6","2017"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L4)","34","6","2017"
"Fire","SAN DIEGO","Headache (L3)","11","6","2017"
"Fire","SAN DIEGO","Heat / Cold Exposure (L1)","8","6","2017"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L4)","1","6","2017"
"Fire","SAN DIEGO","Knocked Off Hydrant","3","6","2017"
"Station 38","SAN DIEGO","Mark Out","1","6","2017"
"Fire","SAN DIEGO","Medical Aid","175","6","2017"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L1)","228","6","2017"
"Fire","SAN DIEGO","Odor of Chemical","6","6","2017"
"Fire","SAN DIEGO","Ringing Alarm","420","6","2017"
"Fire","SAN DIEGO","Structure Highrise/Hospital","12","6","2017"
"Fire","SAN DIEGO","Transformer","5","6","2017"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L3)","15","6","2017"
"Fire","SAN DIEGO","Vegetation 1st Alarm","6","6","2017"
"Fire","SAN DIEGO","Vehicle Fire Freeway","40","6","2017"
"Fire","SAN DIEGO","Water Removal/Flooding","15","6","2017"
"Fire","SAN DIEGO",".Natural Gas Leak/Odor-Inside","16","6","2017"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L3)","258","6","2017"
"Fire","SAN DIEGO","Alert 1","1","6","2017"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L4)","5","6","2017"
"Fire","SAN DIEGO","Assault/Rape (L1)","393","6","2017"
"Fire","SAN DIEGO","Assist PD","9","6","2017"
"Fire","SAN DIEGO","Assist PD - Ladder Bldg","5","6","2017"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L4)","78","6","2017"
"Fire","SAN DIEGO","Breathing Problems (L1)","966","6","2017"
"Fire","SAN DIEGO","Chest Pain (L3)","25","6","2017"
"Fire","SAN DIEGO","Choking (L3)","11","6","2017"
"Fire","SAN DIEGO","Diabetic Problems (L1)","164","6","2017"
"Fire","SAN DIEGO","Diabetic Problems (L3)","38","6","2017"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","12","6","2017"
"Fire","SAN DIEGO","Engine - Special Service","10","6","2017"
"Fire","SAN DIEGO","Eye Problems / Injuries (L3)","8","6","2017"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L1)","865","6","2017"
"Fire","SAN DIEGO","Fuel Spill 1st Alarm","1","6","2017"
"Fire","SAN DIEGO","HazMat","1","6","2017"
"Fire","SAN DIEGO","Heat / Cold Exposure (L3)","3","6","2017"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L3)","41","6","2017"
"Fire","SAN DIEGO","Illegal Burn","84","6","2017"
"Fire","SAN DIEGO","LG Cliff Rescue","2","6","2017"
"Fire","SAN DIEGO","Lock in/out","50","6","2017"
"Fire","SAN DIEGO","Medical Alert Alarm","98","6","2017"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L3)","20","6","2017"
"Fire","SAN DIEGO","Oven Fire","12","6","2017"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","74","6","2017"
"Fire","SAN DIEGO","Ringing Alarm Highrise","225","6","2017"
"Fire","SAN DIEGO","Rubbish Fire","57","6","2017"
"Fire","SAN DIEGO","Shed/Outbuilding","1","6","2017"
"Station 38","SAN DIEGO","Street Hazard","1","6","2017"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","48","6","2017"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L1)","222","6","2017"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L4)","115","6","2017"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","363","6","2017"
"Fire","SAN DIEGO","Vegetation Initial Attack","44","6","2017"
"Fire","SAN DIEGO","Vehicle vs Structure","13","6","2017"
"Fire","SAN DIEGO","Vehicle vs. Pedestrian","9","6","2017"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","131","6","2017"
"Fire","SAN DIEGO","Alert 2 (Still Alarm) Lind","1","6","2017"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","13","6","2017"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L1)","26","6","2017"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L1)","28","6","2017"
"Fire","SAN DIEGO","Breathing Problems (L3)","1","6","2017"
"Fire","SAN DIEGO","Cardiac / Respiratory Arrest","172","6","2017"
"Fire","SAN DIEGO","Chest Pain (L1)","803","6","2017"
"Fire","SAN DIEGO","Cliff Rescue","3","6","2017"
"Fire","SAN DIEGO","Confined Space/Trench Rescue","1","6","2017"
"Fire","SAN DIEGO","EDT/XRAY","8","6","2017"
"Fire","SAN DIEGO","Electrocution (L1)","1","6","2017"
"Fire","SAN DIEGO","Elevator Rescue","59","6","2017"
"Fire","SAN DIEGO","ERT Routine HZ Waste","7","6","2017"
"Fire","SAN DIEGO","Eye Problems / Injuries (L4)","1","6","2017"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L3)","330","6","2017"
"Fire","SAN DIEGO","Fuel Spill","18","6","2017"
"Fire","SAN DIEGO","HazMat Single  Engine","22","6","2017"
"Fire","SAN DIEGO","Headache (L4)","16","6","2017"
"Fire","SAN DIEGO","Heart Problems (L1)","169","6","2017"
"Fire","SAN DIEGO","Heart Problems (L3)","6","6","2017"
"Fire","SAN DIEGO","Miscellaneous Rescue","1","6","2017"
"Fire","SAN DIEGO","Odor of Smoke","12","6","2017"
"Fire","SAN DIEGO","Open Space Rescue","8","6","2017"
"Fire","SAN DIEGO","Pole Fire","2","6","2017"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","172","6","2017"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","14","6","2017"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","170","6","2017"
"Fire","SAN DIEGO","Smoke Check","66","6","2017"
"Fire","SAN DIEGO","Special Response Team","1","6","2017"
"Fire","SAN DIEGO","Special Service","23","6","2017"
"Fire","SAN DIEGO","Stabbing/Gunshot (L3)","1","6","2017"
"Fire","SAN DIEGO","Structure Residential","33","6","2017"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L3)","34","6","2017"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L1)","1020","6","2017"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L3)","15","6","2017"
"Fire","SAN DIEGO","Wires down","3","6","2017"
"Fire","SAN DIEGO",".Noxious Odor","8","7","2017"
"Fire","SAN DIEGO","AID - MEDIC","1","7","2017"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L4)","2","7","2017"
"Fire","SAN DIEGO","Assault/Rape (L4)","24","7","2017"
"Fire","SAN DIEGO","Assist PD - Ladder Bldg","6","7","2017"
"Fire","SAN DIEGO","Boat Fire","1","7","2017"
"Fire","SAN DIEGO","Burns / Explosion (L4)","4","7","2017"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","6","7","2017"
"Fire","SAN DIEGO","Choking (L1)","27","7","2017"
"Fire","SAN DIEGO","CSA Medical Aid","13","7","2017"
"Fire","SAN DIEGO","Engine - Special Service","11","7","2017"
"Fire","SAN DIEGO","Eye Problems / Injuries (L1)","3","7","2017"
"Fire","SAN DIEGO","Heat / Cold Exposure (L1)","7","7","2017"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L1)","364","7","2017"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L4)","1","7","2017"
"Fire","SAN DIEGO","LG Cliff Rescue","8","7","2017"
"Fire","SAN DIEGO","Medical Aid","186","7","2017"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L1)","253","7","2017"
"Fire","SAN DIEGO","Oven Fire","10","7","2017"
"Fire","SAN DIEGO","Ringing Alarm Highrise","255","7","2017"
"Fire","SAN DIEGO","Stroke (Cva) (L1)","281","7","2017"
"Fire","SAN DIEGO","Structure Highrise/Hospital","7","7","2017"
"Fire","SAN DIEGO","Traffic Accident (L1)","865","7","2017"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L1)","268","7","2017"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L4)","107","7","2017"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L3)","24","7","2017"
"Fire","SAN DIEGO","Vegetation 1st Alarm","6","7","2017"
"Fire","SAN DIEGO","Vehicle Fire Freeway","30","7","2017"
"Fire","SAN DIEGO","Vehicle Rescue","31","7","2017"
"Fire","SAN DIEGO","Water Removal/Flooding","11","7","2017"
"Fire","SAN DIEGO",".Natural Gas Odor - Outside","22","7","2017"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","146","7","2017"
"Fire","SAN DIEGO","AID - COPTR","1","7","2017"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","19","7","2017"
"Fire","SAN DIEGO","Assault/Rape (L3)","4","7","2017"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","4","7","2017"
"Fire","SAN DIEGO","Burns / Explosion (L1)","9","7","2017"
"Fire","SAN DIEGO","Burns / Explosion (L3)","1","7","2017"
"Fire","SAN DIEGO","Chest Pain (L1)","829","7","2017"
"Fire","SAN DIEGO","EDT/XRAY","14","7","2017"
"Fire","SAN DIEGO","Extinguished Fire","18","7","2017"
"Fire","SAN DIEGO","Eye Problems / Injuries (L4)","4","7","2017"
"Fire","SAN DIEGO","Headache (L3)","5","7","2017"
"Fire","SAN DIEGO","Headache (L4)","11","7","2017"
"Fire","SAN DIEGO","Heat / Cold Exposure (L4)","3","7","2017"
"Fire","SAN DIEGO","Odor of Smoke","9","7","2017"
"Fire","SAN DIEGO","Open Space Rescue","9","7","2017"
"Fire","SAN DIEGO","POISON CONTROL","3","7","2017"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","162","7","2017"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","5","7","2017"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","157","7","2017"
"Fire","SAN DIEGO","Ringing Alarm","434","7","2017"
"Fire","SAN DIEGO","Special Service","20","7","2017"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","31","7","2017"
"Fire","SAN DIEGO","Structure Residential","29","7","2017"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L3)","11","7","2017"
"Fire","SAN DIEGO","Vehicle Fire","39","7","2017"
"Fire","SAN DIEGO","Vehicle Rescue HEAVY","3","7","2017"
"Fire","SAN DIEGO",".Nat Gas Leak Broken/Blowing","14","7","2017"
"Fire","SAN DIEGO",".Natural Gas Leak/Odor-Inside","18","7","2017"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L4)","2","7","2017"
"Fire","SAN DIEGO","Alert 2 (Still Alarm) Lind","1","7","2017"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L1)","138","7","2017"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L1)","17","7","2017"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L1)","33","7","2017"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L4)","62","7","2017"
"Fire","SAN DIEGO","Carbon Monoxide Alarm","40","7","2017"
"Fire","SAN DIEGO","Cardiac / Respiratory Arrest","188","7","2017"
"Fire","SAN DIEGO","Chest Pain (L3)","20","7","2017"
"Fire","SAN DIEGO","Cliff Rescue","1","7","2017"
"Fire","SAN DIEGO","Diabetic Problems (L1)","148","7","2017"
"Fire","SAN DIEGO","Electrocution (L1)","2","7","2017"
"Fire","SAN DIEGO","ERT Routine HZ Waste","3","7","2017"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L3)","344","7","2017"
"Fire","SAN DIEGO","Fence","1","7","2017"
"Fire","SAN DIEGO","Fuel Spill","16","7","2017"
"Fire","SAN DIEGO","Gaslamp Only","71","7","2017"
"Fire","SAN DIEGO","HazMat","1","7","2017"
"Fire","SAN DIEGO","HazMat Single  Engine","11","7","2017"
"Fire","SAN DIEGO","Headache (L1)","78","7","2017"
"Fire","SAN DIEGO","Heart Problems (L1)","187","7","2017"
"Fire","SAN DIEGO","Heat / Cold Exposure (L3)","4","7","2017"
"Fire","SAN DIEGO","Miscellaneous Rescue","6","7","2017"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L4)","2","7","2017"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L3)","11","7","2017"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","1287","7","2017"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","120","7","2017"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","738","7","2017"
"Fire","SAN DIEGO","Tree","4","7","2017"
"Fire","SAN DIEGO","Tree Rescue","1","7","2017"
"Fire","SAN DIEGO","Vegetation Initial Attack","52","7","2017"
"Fire","SAN DIEGO","Vehicle Fire 1st Alarm","6","7","2017"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L3)","261","7","2017"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L4)","10","7","2017"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L3)","2","7","2017"
"Fire","SAN DIEGO","Assault/Rape (L1)","395","7","2017"
"Fire","SAN DIEGO","Assist PD","9","7","2017"
"Fire","SAN DIEGO","Breathing Problems (L1)","876","7","2017"
"Fire","SAN DIEGO","Breathing Problems (L3)","1","7","2017"
"Fire","SAN DIEGO","Choking (L3)","16","7","2017"
"Fire","SAN DIEGO","Convulsions / Seizures (L1)","502","7","2017"
"Fire","SAN DIEGO","Diabetic Problems (L3)","46","7","2017"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","21","7","2017"
"Fire","SAN DIEGO","Electrical Short","11","7","2017"
"Fire","SAN DIEGO","Elevator Rescue","77","7","2017"
"Fire","SAN DIEGO","Eye Problems / Injuries (L3)","5","7","2017"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L1)","904","7","2017"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L4)","22","7","2017"
"Fire","SAN DIEGO","Fuel Spill 1st Alarm","1","7","2017"
"Fire","SAN DIEGO","Heart Problems (L3)","12","7","2017"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L3)","60","7","2017"
"Fire","SAN DIEGO","Illegal Burn","58","7","2017"
"Fire","SAN DIEGO","Knocked Off Hydrant","8","7","2017"
"Fire","SAN DIEGO","Lock in/out","47","7","2017"
"Fire","SAN DIEGO","Medical Alert Alarm","129","7","2017"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L3)","22","7","2017"
"Fire","SAN DIEGO","Odor of Chemical","4","7","2017"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","87","7","2017"
"Fire","SAN DIEGO","Rubbish Fire","71","7","2017"
"Fire","SAN DIEGO","Shed/Outbuilding","2","7","2017"
"Fire","SAN DIEGO","Smoke Check","68","7","2017"
"Fire","SAN DIEGO","Special Response Team","1","7","2017"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","48","7","2017"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L3)","59","7","2017"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L1)","1135","7","2017"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","318","7","2017"
"Fire","SAN DIEGO","Vehicle vs Structure","12","7","2017"
"Fire","SAN DIEGO","Vehicle vs. Pedestrian","7","7","2017"
"Fire","SAN DIEGO","Wires down","4","7","2017"
"Fire","SAN DIEGO",".Natural Gas Leak/Odor-Inside","19","8","2017"
"Fire","SAN DIEGO",".Noxious Odor","9","8","2017"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L1)","136","8","2017"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L3)","24","8","2017"
"Fire","SAN DIEGO","Assault/Rape (L4)","23","8","2017"
"Fire","SAN DIEGO","Assist PD - Ladder Bldg","5","8","2017"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L4)","79","8","2017"
"Fire","SAN DIEGO","Burns / Explosion (L1)","11","8","2017"
"Fire","SAN DIEGO","Burns / Explosion (L3)","1","8","2017"
"Fire","SAN DIEGO","Cardiac / Respiratory Arrest","164","8","2017"
"Fire","SAN DIEGO","Chest Pain (L1)","852","8","2017"
"Fire","SAN DIEGO","Chest Pain (L3)","20","8","2017"
"Fire","SAN DIEGO","Diabetic Problems (L1)","180","8","2017"
"Fire","SAN DIEGO","EDT/XRAY","12","8","2017"
"Fire","SAN DIEGO","ERT Routine HZ Waste","2","8","2017"
"Fire","SAN DIEGO","Extinguished Fire","18","8","2017"
"Fire","SAN DIEGO","Eye Problems / Injuries (L4)","8","8","2017"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L3)","363","8","2017"
"Fire","SAN DIEGO","HazMat Single  Engine","21","8","2017"
"Fire","SAN DIEGO","Headache (L3)","10","8","2017"
"Fire","SAN DIEGO","LG Cliff Rescue","2","8","2017"
"Fire","SAN DIEGO","Odor of Smoke","12","8","2017"
"Fire","SAN DIEGO","Pole Fire","2","8","2017"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L1)","205","8","2017"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L3)","8","8","2017"
"Fire","SAN DIEGO","Ringing Alarm","479","8","2017"
"Fire","SAN DIEGO","Special Service","15","8","2017"
"Fire","SAN DIEGO","Structure Highrise/Hospital","7","8","2017"
"Fire","SAN DIEGO","Structure Residential","29","8","2017"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L1)","250","8","2017"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L4)","99","8","2017"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L3)","28","8","2017"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L3)","9","8","2017"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L4)","1","8","2017"
"Fire","SAN DIEGO","Water Removal/Flooding","6","8","2017"
"Fire","SAN DIEGO",".Natural Gas Odor - Outside","15","8","2017"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L4)","10","8","2017"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L4)","7","8","2017"
"Fire","SAN DIEGO","Assault/Rape (L1)","339","8","2017"
"Fire","SAN DIEGO","Breathing Problems (L1)","980","8","2017"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L1)","6","8","2017"
"Fire","SAN DIEGO","Choking (L3)","17","8","2017"
"Fire","SAN DIEGO","Drowning/Diving Accident (L1)","12","8","2017"
"Fire","SAN DIEGO","Engine - Special Service","5","8","2017"
"Fire","SAN DIEGO","Eye Problems / Injuries (L3)","7","8","2017"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L1)","876","8","2017"
"Fire","SAN DIEGO","Fuel Spill 1st Alarm","1","8","2017"
"Fire","SAN DIEGO","Headache (L4)","12","8","2017"
"Fire","SAN DIEGO","Heart Problems (L3)","13","8","2017"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L3)","47","8","2017"
"Fire","SAN DIEGO","Illegal Burn","56","8","2017"
"Fire","SAN DIEGO","Industrial Rescue","1","8","2017"
"Fire","SAN DIEGO","Medical Alert Alarm","104","8","2017"
"Fire","SAN DIEGO","Open Space Rescue","13","8","2017"
"Fire","SAN DIEGO","Oven Fire","10","8","2017"
"Fire","SAN DIEGO","POISON CONTROL","1","8","2017"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L1)","63","8","2017"
"Fire","SAN DIEGO","Psych / Suicide Attempt (L4)","154","8","2017"
"Fire","SAN DIEGO","Ringing Alarm Highrise","236","8","2017"
"Fire","SAN DIEGO","Rubbish Fire","50","8","2017"
"Fire","SAN DIEGO","Stabbing/Gunshot (L1)","34","8","2017"
"Fire","SAN DIEGO","Strike Team Type 1","1","8","2017"
"Fire","SAN DIEGO","Structure Fire - Comm / Apt","51","8","2017"
"Fire","SAN DIEGO","Unc/Fainting (Non Trauma)(L1)","1043","8","2017"
"Fire","SAN DIEGO","Vehicle Rescue","24","8","2017"
"Fire","SAN DIEGO","Vehicle vs. Pedestrian","14","8","2017"
"Fire","SAN DIEGO","Wires down","3","8","2017"
"Fire","SAN DIEGO",".Nat Gas Leak Broken/Blowing","6","8","2017"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L4)","2","8","2017"
"Fire","SAN DIEGO","Alert 2 - Brown/Mont","1","8","2017"
"Fire","SAN DIEGO","Allergy/Hives/Med Rx/Stng (L1)","113","8","2017"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L1)","25","8","2017"
"Fire","SAN DIEGO","Animal Bites/ Attacks (L3)","1","8","2017"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L1)","43","8","2017"
"Fire","SAN DIEGO","Burns / Explosion (L4)","3","8","2017"
"Fire","SAN DIEGO","C O / Inhalation/ Haz Mat (L3)","4","8","2017"
"Fire","SAN DIEGO","Carbon Monoxide Alarm","45","8","2017"
"Fire","SAN DIEGO","Choking (L1)","27","8","2017"
"Fire","SAN DIEGO","Cliff Rescue","1","8","2017"
"Fire","SAN DIEGO","CSA Medical Aid","7","8","2017"
"Fire","SAN DIEGO","Electrical Short","12","8","2017"
"Fire","SAN DIEGO","Electrocution (L1)","4","8","2017"
"Fire","SAN DIEGO","Elevator Rescue","71","8","2017"
"Fire","SAN DIEGO","Eye Problems / Injuries (L1)","5","8","2017"
"Fire","SAN DIEGO","Fuel Spill","12","8","2017"
"Fire","SAN DIEGO","Heart Problems (L1)","192","8","2017"
"Fire","SAN DIEGO","Heat / Cold Exposure (L1)","11","8","2017"
"Fire","SAN DIEGO","Hemorrhage / Lacerations (L1)","334","8","2017"
"Fire","SAN DIEGO","Medical Aid","163","8","2017"
"Fire","SAN DIEGO","Miscellaneous Rescue","3","8","2017"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L1)","263","8","2017"
"Fire","SAN DIEGO","Preg/Birth/Miscarriage (L3)","8","8","2017"
"Fire","SAN DIEGO","Ringing Alarm Commercial (NC)","1","8","2017"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L4)","743","8","2017"
"Fire","SAN DIEGO","Smoke Check","57","8","2017"
"Fire","SAN DIEGO","Stabbing/Gunshot (L3)","3","8","2017"
"Fire","SAN DIEGO","Stroke (Cva) (L1)","249","8","2017"
"Fire","SAN DIEGO","Traffic Accident (L1)","860","8","2017"
"Fire","SAN DIEGO","Transformer","5","8","2017"
"Fire","SAN DIEGO","Traumatic Injuries, Spec (L3)","48","8","2017"
"Fire","SAN DIEGO","Vegetation 1st Alarm","6","8","2017"
"Fire","SAN DIEGO","Vehicle Fire Freeway","39","8","2017"
"Fire","SAN DIEGO","Abdominal Pain/Problems (L3)","309","8","2017"
"Fire","SAN DIEGO","AID - COPTR","2","8","2017"
"Fire","SAN DIEGO","Assault/Rape (L3)","9","8","2017"
"Fire","SAN DIEGO","Assist PD","9","8","2017"
"Fire","SAN DIEGO","Back Pain (Non Traumatic) (L3)","11","8","2017"
"Fire","SAN DIEGO","Convulsions / Seizures (L1)","550","8","2017"
"Fire","SAN DIEGO","Diabetic Problems (L3)","39","8","2017"
"Fire","SAN DIEGO","Falls / Back Inj (Trauma) (L4)","30","8","2017"
"Fire","SAN DIEGO","Gaslamp Only","39","8","2017"
"Fire","SAN DIEGO","Headache (L1)","67","8","2017"
"Fire","SAN DIEGO","Heat / Cold Exposure (L3)","3","8","2017"
"Fire","SAN DIEGO","Knocked Off Hydrant","9","8","2017"
"Fire","SAN DIEGO","Lock in/out","40","8","2017"
"Fire","SAN DIEGO","OD/Ingestion/Poisonings (L3)","15","8","2017"
"Fire","SAN DIEGO","Odor of Chemical","2","8","2017"
"Fire","SAN DIEGO","Shed/Outbuilding","2","8","2017"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L1)","1122","8","2017"
"Fire","SAN DIEGO","Sick Person (Specific Dx)(L3)","141","8","2017"
"Fire","SAN DIEGO","Tree","6","8","2017"
"Fire","SAN DIEGO","Unknown Problem (Man Down)(L1)","324","8","2017"
"Fire","SAN DIEGO","Vegetation Initial Attack","43","8","2017"
